Date,Collectivité concernée,Nom du fournisseur,SIRET,Activité principale,Objet de la dépense,Justificatif,Montant,Catégorie,Remarques
1/4/2022,Saint-Genis-Laval,Inconnu,,Transport,Bus/métro LYON,Screenshot of madada.fr on 2023-11-03 at 16.20.03.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/fSeUEFMmy4XLeqTdBTqr4w/VrBMtrws3Ewq5ocnhBYow-cVovUsX77eDrPcBQypImgCwCFFcLd0oFO84WIWlhdNhA9Q_Ev1VvBUckUew6Mh8r1tZeBbsCzUsQ6RzUY-qxijVE5XWdM1Ov8ivlJhjr9K3p9NkVNHhOSIs78ylZrf9eYn3uznIgZnlBgTj1VIrM30baMhUE4Q5uBrwECByJf0/RdEY4k2oL66ERPlRlnNYTTOrDgxNkvU0i-vhHsOQi84),"€18,00",Transport,
1/4/2022,Saint-Genis-Laval,,,Restauration,indemnité repas,Screenshot of madada.fr on 2023-11-03 at 16.23.31.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/lx6QJMLkIIErxwNOu_Pvbg/qgAhF1OOdGIPWQd1CEq38_UKxyn_I-Z6YZ5R_hE37BuaTFz2hs1NW6ToBHIIs0CamEWreTq4Tg1zkUr5qRvZTyFMW6PXguCzEeQpv2WElYv3DKDZrIxyTso_jvoYKiTrn1pszWaRnBGeYzrkG9GOZ5RNe6yUekvp6VNGqB6LFbVEJQGD94Rz4GJUi-8e7kyC/H4jr-sC1DAn2VKar9tVvr91Vq16Hieuxl3XpOn6FDpE),"€17,50",Restauration,
1/4/2022,Saint-Genis-Laval,Inconnu,,aucune information,Achat cadeau retraite M.Rota,Screenshot of madada.fr on 2023-11-03 at 16.24.35.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/pKc_MKQycaWhNsyxoTWAkg/xCXXY31c7KCs-NhzKEfDNtZXkpA43TKm_d0X2QGO-jVMrOe-6UmlIbL1hCmQ5VdYxmnK0cVneDYzM2NLhhf2HWfx_qJ5uuEbo-DPpMpBA12CF8yhikzQY4Wp2HJPnIc-mu9MAkbgZyEm9aCpQoozPx74ghck_iicaVPjhKf9R8LhrxrTxOS8ALgTct2pP7H-/dA7it2EVkCxNoyuDu6HTBDkv2nUNiZ-sN2TXSiLE1dk),"€45,60",Inconnu,
9/3/2023,Saint-Genis-Laval,ALICE AU PAYS, 81143583300017,Restauration de type rapide,plateaux repas,Screenshot of madada.fr on 2023-11-03 at 16.32.26.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/232_yL85nequBl64HyxNiw/V0WddUbH4SvWjvlAiriOJSr0fMiIiDz3KqoV2HCyDc3nzRzI710hF7Wt_To9ddEopz2QuadvgqQhSY6C_rL4KiDRK72ov6LmopRPMQUqUtLNIfGJGtW5Ytt7aQRqv9NpP0XSHGtR73SWpc1c4sTulenjzfs-cUn4tOcwDxL4oUt7Bgm7_yAM4RUJ5whxRB3F/FJ-9nxrzLn86K6OsPAscUf1b8AARbhXk1RHbmzVOo58),"€99,90",Restauration,
6/12/2022,Saint-Genis-Laval,Prêt à manger,,Restauration,restauration,Screenshot of madada.fr on 2023-11-03 at 16.35.40.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/wRJB56QhGHe4ihNcp3z-MQ/2pt4jCjvw66mqs4POoV35ewl5SahIsq7hBLv75V4bEgDoZRUgrsfiTpJ978HvB7ENWEvRGSr44LQ9zoYsxxRyt4MVOcE5SzNFzot6r5q6VeXXvL4TAhhsirKooBaOH8AFGkk_udzhcPQt-ibdZ5GqS01VbKIMzLZG-eNnQpK9t4CUPTf8qDRR2X2gmVp95Mm/8gnC4KmhL3MiXMsrZVQTlLrXbgb0Fr-XNUlqyOlgoe0),"€15,90",Restauration,
8/12/2022,Saint-Genis-Laval,SNCF,55204944776279,Transport ferroviaire interurbain de voyageurs,Train Lyon-Paris,Screenshot of madada.fr on 2023-11-03 at 16.38.44.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/emUHZgTUj8i6QsaM9oLyiA/yWhHKidFb09XAo9N1uJ3qqPTqDQrUJbX73cuXnp1UwCbBbSTlvEy_UOOKy5Reiv9tRM2sOdKq_1eE3PaUmG7QUg8OkJx_K-u32djytQZYI0fGyds74xQYjFPlkR6WPXMeaaD7OltwGffV0kg1osdj9p7ac0PldgUIltunIwg3MFx2FsKETVpMhf_Y5ovuP0e/O0xuQx2_QH96w0-QDzNzSzJaSjshQAXKI0bHVV2b2zw),"€94,00",Transport,
8/12/2022,Saint-Genis-Laval,SNCF,55204944776279,Transport ferroviaire interurbain de voyageurs,Train Paris-Lyon,Screenshot of madada.fr on 2023-11-03 at 16.40.05.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/6WGSbh2eyGs-L4_2U8QFyw/kzruP-18CerlOhdkPjW9r2myoV-bjba9Gs48yI9QoLA_Eqq6pX9XU72DI_Rnl9VKv03muKC2mEXWdc4_9ACwnGuQbvIiyR-ffdT9bdxgK9XbWSbn8s-OVW8ZIuYvk60QHJuzTf83nySB9IU3Tj_4PirQ0Wz4lt4bpt3O2MwwbfaCC3r8IZ0W70F7zZQyFeEo/Y14ZgdkFOKy-iHO_avYpltPTkKbsvO85EmjvqNLsp7M),"€137,00",Transport,
21/11/2022,Saint-Genis-Laval,First class driving,89441491100012,Transports de voyageurs par taxis,,Screenshot of madada.fr on 2023-11-03 at 16.42.31.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/gUtzDc2uLNWf-oFq1w4kBw/JM-cq2OyGgrvymwb8_EZftJijWi8KEvQ7fMXRXOV_rQxkvRjb9R71OF11n7NO9bfUGzhRg9FQ5ejIt95WAQGapQFjmG6jtINApSR9_t49oNI5EqOUve411p-ZPxWsKUApluN2n1o7hYptFD0_hKe-q4bJWccvUP_eXF-HRg3PoXu-oCdyJgHUImd6s2itad9/zP4d0lt7Cl1d537pBKSLGTxTbNgzJPnAZH70tKtBw_8),"€25,32",Transport,
11/1/2022,Saint-Genis-Laval,SNCF,55204944776279,Transport ferroviaire interurbain de voyageurs,Train Paris-Lyon,Screenshot of madada.fr on 2023-11-03 at 17.00.40.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/YAc6n-rIuR1KGnfwrddByA/XPbh27PGA7FQs_n9r-Ih1MTdRTMHHBGqIHHMG8Ek49l4rAiNEnNk3aVsyrFoOacMY4yh_mBA1qMccjADB_VkTZSpYUoasOAjNzQNdEEI5t-dFqsu-2MWWCyfcAoVnY6gBusNlTAs_6hdBGx-aiDt4kd2VjfyueOeO3KLNkScrAmjcZslZMaHohehJk2tjxf8/HGVYl6Im0Vzm_rU0kp2kt2lewMjlpr5Vxxi-klhc-uI),"€36,00",Transport,
22/11/2021,Saint-Genis-Laval,SNCF,55204944776279,Transport ferroviaire interurbain de voyageurs,Train Paris-Lyon Part Dieu,Screenshot of madada.fr on 2023-11-03 at 15.23.53.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/VkZrAeeVo5t-Gz0q0ydXMw/iwwxzIAtXa3ZBi38937Pjg6LSwcERi1yB81797tmM4IfUS4bna8ZT4kgo3FXdLrytLPR_xVuIrVHkYaVCmHtmpsLQVMSHKtHfL6V2pVOOCUovOd38RhiNPR5-NbNwsK6aWMOZ70n1lxwFQnKqS-6OK7ZYyPzs9NzqyFr6zy7wPnA38xazpERPAlWHcbjkx8e/aBRnu8UtjxvpZM6gLLfFI6CYp-29kIL1YWezGIy86yQ),"€100,00",Transport,
24/5/2022,Saint-Genis-Laval,La forêt noire,82062104300026,Restauration traditionnelle ,5 repas ,Screenshot of madada.fr on 2023-11-03 at 15.27.39.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/qvewDKo1hnquCaY1MIRLVw/CSmlU1XO_nc3ifwBaWqzPighUirVzEdP3S4tcq6G372agOux_M1Y9ZdD9Z1wgMbU1_1uhVq78B7TESL5cEjPMPaeeg7WUPpYXWhQ2yt1aZ-6pRq_r5rhcrlrJSd33XtaC1Aj2ShnAivGyEDbtIf0HZsqNTrFNBrOs15NwcJsriwEkKWPqqEqDPyXov-KK0Vx/2wlZk3P6eM8PZ_9rRiELk0xDfIUFhzoAB9n6UGTKzik),"€147,20",Restauration,
26/1/2023,Saint-Genis-Laval,Inconnu,,Parking,parking,Screenshot of madada.fr on 2023-11-03 at 16.04.00.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/dR5IeKBXc_hbJm8nVcyKWw/eMz8SY4CjfkRwg93MnxPLrHe9wMK9isfolLman6G8Qsys1030cX_IJRk9fa8phZjkobX6voJVkpiNwsMguGWYjTVOE53bk-pVWNISa4IZ68EEq-uNHhKIgjQDirOWyTSNO9iF7rYf_rpqbgmKTEqvnbJkDg6xABKta4cE-xSgR7VRkkWxFWESEdV9Qoc82Au/rFkRWYHOyYEYW0FWEAMNS_hx1cIjKwutuE6745C3GVE),"€10,50",Transport,
17/2/2023,Saint-Genis-Laval,La forêt noire,,Parking,2 couverts,Screenshot of madada.fr on 2023-11-03 at 16.05.31.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/f48bEg1KRwOgTkKb2ZLUkg/J1UxE4hi_wQL4cC0c4epHHHSMl8ItmYj33cxdHzniUJFY86AqXiS2XLlPdZuL1AkX4WnYKQ-a5X1f50GZaVKggyxNGHTxY4vNzXqHIU6igdJ9SySNBD5ecH3aRg3saZU-ksEQBRy4B3qWRzWQ1ebl7B_IP3eELECG3j4Fjn-Zigeyim7CLNOMqijwyKts9-w/2VJlDXK-di10IzCJRdyJ270nvN7hRB3BIcnl-zKse3U),"€82,10",Transport,
13/3/2023,Saint-Genis-Laval,La forêt noire,,Restauration,2 couverts Maire + député du Rhône (10e circ),Screenshot of madada.fr on 2023-11-03 at 16.06.28.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/qN5qq6y23xD31Wo-sKGqOg/NA8D8uDRW3Z6N0zaSEKEhAOCoar7_3inDyrKCyf5RA4dXXlq_OdeerFuTWI1q6O5MzufDWGikJOA40pDsssB4-lCB6Mf-lo0x4s_QlUu2sPTmm0-5kmyZQLpFqz6qgyECYAhZBVHTUzVOSxqG89bFX8gURaq6YQld7pPfjffZPjVZnpwZ_2Jol4mkQX2y9Ej/i7mAGZpDPi1zExrk3TXDTlVFCrakITw7RuBgm0fctWg),"€66,60",Restauration,
18/3/2023,Saint-Genis-Laval,We Fix,,Autres commerces de détail spécialisés divers,Achat coque + protection écran téléphone,Screenshot of madada.fr on 2023-11-03 at 16.07.38.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/Lz1nXdR867vw6jAt0PnhLw/9OTxw8lVWBVf3wFg-BEigf8LPlCuKj9f2fe-I1_wv_bWe8Ezl17X2qfQPiuckZOoAl63o7k8fXstx7jwqzWC-lwWBljdLpYRPDG6zvatMQtdjhen9i4TEk2r65itb28w54RVbDbb8aKKIlpTla04NAKPExv0QrE7nRTZexJk5XdWE63wODIyDXVPFd5BqIdi/1FtYkXq471gXEj228HznqSKwuXqGHNk6bHCN2PJmlec),"€44,82",Téléphonie mobile,
27/3/2023,Saint-Genis-Laval,La forêt noire,,Restauration,4 couverts,Screenshot of madada.fr on 2023-11-03 at 16.08.55.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/irsGTbzUF2PphrMpLQFfjQ/yalSiXt4OmKK1_-Y51v6kqa6VmnrFighf9auuQpta8OlBlaDN8Hc_lWlifJ9n2drfqmG4msf280PIuaGeAbl9EIXNXv_DNkAWnMOjXhCWMN_gD9HDPkCmX-K0V5Pa4PF2RrSyjpFI7MxGryBTNouQVe5ZCDx_yvcpuqut0WrrPlVTrTVAbJgSb-OgLLlQBWF/opLiB0xVHM-ozcb3rZLtwlqDWUrdBBvoVFr87cZHkO4),"€157,60",Restauration,
12/7/2023,Saint-Genis-Laval,TCL,,Transport,recharge carte 10 tickets TCL,Screenshot of madada.fr on 2023-11-03 at 16.11.23.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/ooQuBTvdaUKOBZgvc5e9VA/Yq4l4macIl5YknzSgjoaACW5U1SVzuPpo0AukmYvq69mSCd0yTMEtt17FgA98GbeBau6nUj_BX28Vb5mx_szrry4U37hNdDClOj7pTUMmEQANOyIoY7RWW_9thWdl866weDWMivP86gFkKFSRIwpTXqrImMvtb_8nBKPvcSpS6v3Y3gmxMTl7I07Te9rbcGx/KEj0u5yEBLqQ4zORrGDtQt2c44Ku7SGrB0arqzI39q0),"€19,00",Transport,
7/7/2022,Saint-Genis-Laval,Le Recrutement,79867434700024,Restauration,Repas,Screenshot of madada.fr on 2023-11-03 at 16.13.34.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/NIU6gfa4tUgoaAa2QzdiAw/BNhElujPvE85R4okSOKUw8VxTXVLMsWMpdf6N-ekBX-J1PJvK9ws1LvgXRUnm_gU78rv_Hk6WYVnbZ6V-WwZrFOLy1erhQuShWsJ0_ryw9LR0c2j-S_Kt44re4wfUTdUElFwyINiUnh4AbXNQ92Oy8qposxrXNiPrWIkATJxlX7ECo1-mYwRO3YwDj-fdpyV/1__ehRo7cWKLdfRXURe7JSRoHN279gwNMwvb7FHaxNs),"€30,40",Restauration,
28/6/2022,Saint-Genis-Laval,Inconnu,,Transport,Carnet 10 tickets transport,Screenshot of madada.fr on 2023-11-03 at 16.16.20.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/JAV0Hc7ZQUHjZ6bEfmoefQ/YTOrKMQ_wS1yiWMhIZBKiEuJP_Sj9ZXkfiiin16Xb9kGZwbk8FQz_XJV6eTyXRulAhkM8OkRiHuNzt0_Vg23rdcDAgy-Nos0ZML-5L-cb2hl2bnjiu78hYnPgOU_nUpd762W8fZ-IGfnXaixNHuieDc0y483KC59QWmXnWdnDpjiH7DwZzDKWKwYCJSQL4_D/p1CtrwdRGwMvZXWPv7alXE23db1or4YhCT4xYDhbD-o),"€18,00",Transport,
6/1/2022,Saint-Genis-Laval,Restaurant Indochin,,Restauration,2 repas,Screenshot of madada.fr on 2023-11-03 at 16.16.58.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/DzHBsdnmW-Zu0mBFlTCeCw/iDI6mb8wOvTUdxzBBecbs1Yv_WIj4erey-IMBiMobU_DdflTm7oFVIEyzQaNFyObSNXXb0Pr80WDW1OkVa05cXOHP16gXgAWrIT5mwDCADwtJ3nv8j5cwZ-RkcFxcF68EhN1JUV34Vnol2Lmaa9_Zf80w4Wk_zetLq8IIGcUlow5WBCr_67QaBX4OkTwuyqy/wSgTB1X2l0ZMfAM_4qDP0CNEGK2nvKSHi6SwE0GC_00),"€40,50",Restauration,
12/1/2022,Saint-Genis-Laval,Inconnu,,Autres commerces de détail spécialisés divers,Achat vase bureau,image.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/WRfbOvfcA2o08GWVxrYzvA/73G5TfaSIhP88b5ViZqlvlxLcG-9TDZUemU0WX5A0r0C87MZ1d07oVM79Td0SM9quFGqnUc1nYfUH6WM44GnxSqoSo3rG029RTL19YGt1Js1lqaady4zLP9fQqL_VsjHke-_ejbJIL0euGwrrF_GiA/IL3y7P1gsqxG6mBW88u5k1Y69VTuZOqYFSWesow4RlA),"€27,00",Décoration,
1/4/2022,Saint-Genis-Laval,SNCF,55204944776279,Transport ferroviaire interurbain de voyageurs,A/R pour congrès UNCCAS à Paris,Screenshot of madada.fr on 2023-11-03 at 16.18.46.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/5Tkc8_xii8h6z-55OK1s6g/M5KfdFUh4ae2ok-h6bfcCCQf717BFp7lZmmNwMc0sjbeCT9bmLm9dhTSOVVdZ-8olzr8A0bngSPaog3FGcuWf13tH7AABi6jYfN4v7CrQxs0BB2IN2uL5zH9qkwSyvNYnJXvo5OBSLtmL1-tUijsIXxe0Co67LpQwE2l7KLRhgwFglMKrtC1HnMTnrer7yxy/73CNL6eonSm-z5UArvi9-eQi5JlWanjOGW5_mVcEmSU),"€195,00",Transport,
1/4/2022,Saint-Genis-Laval,Inconnu,,Transport,Bus/métro Paris,Screenshot of madada.fr on 2023-11-03 at 16.21.58.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/2GZKa2tqbJA6zHfvKjjJCQ/P2niBKvpDmIerXAcTh-sr6HfdQcGTUXkjnKeCh4a3zJkpEc_C-T2BKwXjyAqtL6Xat78r3QIMRsP2TWWemXnVsOSGfd2MeL-QxOUy8w5dnN9kHwB_WuluW-8GvN9L6dqiS0pUWjjE0wt0cYo-mAmr1PlTK2oleqUwaKELFiaLcw8-bUIn2oOY68Eu-D3sAeH/vl7saqkVr4otBoFoPRMzKSIZY0DECsRVSb4giA_lnkg),"€14,90",Transport,
1/4/2022,Saint-Genis-Laval,,,Hôtel,Indemnité nuitée Paris ,Screenshot of madada.fr on 2023-11-03 at 16.22.52.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/tRB42JL0CYpRBrbW9qKBzA/tX1NeeNVEIVSQuNjPsc8QRLPTaRJxH9oCaqwFo4u--eUoWvzBgzmvt-KuKjtNSwUoR97QOiMpAdDO6nGNzxuhb-w8F19U9yL_YUOAAsFFI3Jelgg0KlbVAc8AnmnAOeHqdK81Hq36Enl1kVWM81IfSDx08oXkGKD3Wdw0LnglwYU8hV882VrM13QLtiG_J7D/4FZU4TNWsbSG3rUbN_1lG4dkzvykH_KHRdJ-D1oDetY),"€110,00",Hôtel,
1/4/2022,Saint-Genis-Laval,Inconnu,,aucune information,Achat cadeau départ Anissa Uguz,Screenshot of madada.fr on 2023-11-03 at 16.25.31.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/BkVSu7Z2h487856AdV2tQw/o3tEDuS54m2eSC1HmLCINS8Zmiy03u5k7tYAeJIUe3aaAmvhOGmcoCeE5IyrnsSd52Mqk3Txp3TwFjuF5SYNCvgcFlhyG8gFcnGKhLLMap6CI-oHHPPijwW8mMNsj_8fAS9VwG3kPyDdaskdgwGwCIsH5jVOE6p0lbfv9jFkDbpaeVLSLZp_0IIVmwjfnDuE/s-z6Szdsf8SVYhvdM5uzJ9OldClOz1FPGmf8ZqhIzAk),"€40,00",Inconnu,
25/6/2021,Saint-Genis-Laval,Chocolats voisin,95751793100235,"Fabrication de cacao, chocolat et de produits de confiserie","3 compositions
",Screenshot of madada.fr on 2023-11-03 at 16.27.42.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/b7l7IFeRRUEkgTu0Xau3Og/25Q6HJD1L-rpXso2Z7zLumtP1Q2k4PfA-cW01mZLxkx3tnTTOJKXt9D6mfv_QozV44B4WePuTTp-wVQBPc99IhLCFY9_QzA9Y5cddE31Cm1NzsKzdgpLU5HKFCCFGh1GLHZBlk8wOXmvZMcXt_oJTpFxCa7U6oOeNJS_LihPf7tYmDrjQFPRlOxirUADX0rm/cuRDNtMw4BUBtTJxNjHR-CfZKTutHkc2RCPzI8AATVk),"€82,50",Restauration,
8/12/2022,Saint-Genis-Laval,Association des Maires de France et des présidents d'intercommunalité,78471845400027,Activités des organisations patronales et consulaires,Participation au 104ème congrès,Screenshot of madada.fr on 2023-11-03 at 16.30.33.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/xZODWelT6wZNPBma0c2P8A/2na1ox3JiL0nepJDxJ5qwuAJs7-CDTmuoWv2m8jTfM3iySH5ZZop7Jn8ysh1ESBysbu9nw_A691O3Go89Ap0RmecElU3rbN2EAOtlDJmiHyBQeh4kkbUhLv63aZ-ysUEFkJ5ehrzzXsQemUvDZBiL2p2z1xdlMBdQ22QsoEcv4a5ehygyGyrqQSeHoHfID7_/6fYrfJBoN8EfM_miHW3lOA_BcMk3pQWByTawvntx2GQ),"€285,00",Participation à un congrès,
3/12/2021,Saint-Genis-Laval,"Association des Maires de France et des présidents d'intercommunalité
",,Activités des organisations patronales et consulaires,Participation au 103ème congrès,Screenshot of madada.fr on 2023-11-03 at 16.37.22.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/JEh3rFAN7KWBR8DuYzAA9A/IgKapuOJG4uPbvXbB_hfE4quiNtMHt-1xTopKuSL-vAQHNV-MepPr6mase94FxQ4g3f8Wkm614VXbpjPzPw-VDaSng6y5sKa7DNQBccFwhhFfKrs8bP-zveImk3b2JrTTa45UCPIAUufkUSBrpDNzLSgi1JdysA5N-hk-x_Kgm2omNg0VXbKVXUurd0Tjfk8/ZDXFu1JlCrgLiPnqisMbdaA6i8Ukr3iN0rCHsKVlns0),"€95,00",Participation à un congrès,
21/11/2022,Saint-Genis-Laval,TCL,,Transport,Carnet 10 tickets TCL,Screenshot of madada.fr on 2023-11-03 at 16.41.01.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/ZbZWcptNIkIkhOXo-0Cdxw/J2C6ZtXh7iQELCru4ZeHGe3-dXh21cfiPBThARLaKT4xJWGHWck9wYz7c4jI_su3Qx9KugIEd8IDrVnnuogeUvlJP_JC16kujA5RPPQdNUDp0G3wLyTmNl2GkmDrPA9mgdfUV6JxTtAO18NTT3SuEAGnX41C3PtApqNRtx4s90v6DHcLesxMkFlx1VfDoKOK/gOq0fvdophgDS6ckmTQLLa8qs15Lz54UIaqwU-W_Iwo),"€18,00",Transport,
23/11/2022,Saint-Genis-Laval,Platine Hôtel,52205659700027,Hôtels et hébergement similaire,nuitées,Screenshot of madada.fr on 2023-11-03 at 16.43.55.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/mEaGPnRiDB4H6VPfuR-Grw/R4spHJSjIzTJ06tAaEtuYb3Ckp5vBLTFlKck9oaaRA9A8kbRk8XHDHm35ZMf_GQsR1QNvyPHxE7vXCHDEWyxIMUuJXDrw3U7-uheRJpn3ET98VROSTN3XNYzcXOSQ4H_wZAc2FwLxOD5bYM2V4uNSKcBigaO53R3DMWiDOWHqHZBMO1ZICy_YDY3YFFShw2u/5KOEQWF0Z1UUf5MSmLlbhdIY5_rnUNnrS9Oi5vRUQTE),"€645,84",Hôtel,
22/11/2022,Saint-Genis-Laval,RATP,,Transport,Passe easy,Screenshot of madada.fr on 2023-11-03 at 16.46.56.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/VybVDhFPNMWcZU51Q2EJwg/Ji2vHyCmmfSNGhXIjaFZKfVrAM68OeyAdwkyKoL_FSrxFF2mx0DCQRI5tOK0xjqTxKW4323vWLvuA-mLqm7lTzF3IuCeSVe4c7NzwT2DNBOS1n06FxrrzHx_QiPOW1MC5cDGRXFGLJKLJvBLReErihiwbG1MuIKRAmJ6XpgGFMi-_GXDlfQq5y4bkfoeWpOh/IZ3PkRHNe6w96sDd2V2ULIvdqSGifDSOfaCacb1btrg),"€14,90",Transport,
22/11/2022,Saint-Genis-Laval,Cantine Max,79449510100014,Restauration traditionnelle ,Repas,Screenshot of madada.fr on 2023-11-03 at 16.48.05.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/QaT0X3W2vboCnbp9RcMTOw/IOGO5W4Jhcy46JVQmRGwSIu9BSknlmoD65dqKOTveb2WgWWvsx8hI2DOAVwSAx_fia48d3L4YsqDnqWfVKJHKminStc5_XRD-P1Ly-nddIwSbzZbHyULw1raifK778w9_KsAW10e3a5XLjFP0Tc4hmL_AMnj6Y6BScg1laRxE892UmRSiE81qjOAaLvQSVql/Y0vzcuWda4fdI3-onygJKfYscDOagnpt4glNorfjxq4),"€20,00",Restauration,
22/11/2022,Saint-Genis-Laval,Uber,,Restauration,repas,Screenshot of madada.fr on 2023-11-03 at 16.49.43.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/CfT5kVCs_VKbCiA8TgS5gQ/ei7yAAb8TH8-4Dt765BpjUQ9c-4xdfdetqJ8KnEmb_LNQaJdP4SfyqCFFU_pa_76EiCL0dafmR4V9CqfTLnMNU4jbTlZB67dLPYLozIXRZLd7jayiUw8P1UQabcdJUe_oaJ9YpmBmj4Ga-8lyCcvcVGywZrmd_BJrVT-00Ir03V67GY18l3uGRvYm5w2H5Vn/PiN9w7A2eI4VKiPz53oWGL2eOBcjrcBhbg3Nip81VFM),"€21,18",Restauration,
8/12/2022,Saint-Genis-Laval,SNCF,55204944776279,Transport ferroviaire interurbain de voyageurs,Train Lyon-Bruxelles,"Screenshot of madada.fr on 2023-11-03 at 16.55.33.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/AsxfdXx6TpgHqkMTvxf3bA/8Zmy2y_1UzsHV5TGgFRpQLXv52e_XYRp3nf50l7A6C-l_du3ITYVEuTB3IdDpknHt-0Sby8CD41aVmnBJEUFbmd7rZk6jZU-lONb7YPy8rJ-VusmRFbIUswU8PN-qqyD_VVpuOUMHgvD2l78fUxwH2YLsAHMJ9kLnoToD-AasnXxFWTW9bH7qlIKdhIYaMnt/YJ1cGtrEm0PzcMdEGEC0wq7aUQO7UV3L5apO2EIObEo),Screenshot of madada.fr on 2023-11-03 at 16.55.41.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/3dggWKADC8ZwyIWWHI4Emg/YDz1ozmRJ6gp9y8qO8NL0fLHkKXiywSBwwDHcah_lkq2MZqBqZYuOb5FTLTzMkkb-L0kQFFzwnRzzHoHVVnkP0cZAcKlaJw2v-zO8BO2licTl4FFI-ETn66UuGgmra2-YHOUX60zfdzmZvA3ygwxlhUtIyusBYrCnW0sE94sGsz02d-a0MHzgPq6o3TwWKq2/lU9X4QnS425tTjixF2A-JvuGsauSu8ERLRHbtHh5U9U)","€244,00",Transport,
30/11/2022,Saint-Genis-Laval,LE RESTAURANT BY MAISON MALARTRE,85216745100016,Restauration traditionnelle ,3 repas,Screenshot of madada.fr on 2023-11-03 at 16.57.25.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/_HkrXsJhGFVl950c-HbD6g/JMjraN92ZrqXElpBfrLUYnSYexuEUtkl7U2eUUb1KGmpqZ-FnsmCdesBnIGQMH4hs99VlSgVRaemqhLgLzDJUQQhq1_dkBhhX0BQf607BFErMw-InBQg228qLmvQHW5sZawmTcM1TXUdPDA6s6Aipqjgw9PKBpomnpbEs5u6mCkpNtMalz5EXZbsVcfMncKW/2nLmVDDsanHMpz4AKRputUzMp742X4ddlUGYHLr5Y_U),"€67,00",Restauration,
,Saint-Jory,AUCUNE NOTE DE FRAIS,,,,,"€0,00",,
,Saint-Ouen-l'Aumône,AUCUNE NOTE DE FRAIS DE 2020 A AUJOURD'HUI,,,,,"€0,00",,
29/6/2023,Saulnes,,,Transport,REMBOURSEMENT FRAIS DE DEPLACEMENT ,Screenshot of madada.fr on 2023-11-03 at 14.52.28.png (https://v5.airtableusercontent.com/v3/u/28/28/1714154400000/NR6sbAMPP7YymDPW8tewgw/f9Sn66hfWbcD0EuApjKHOltehs__Ex2nf2lbgQrVW3SOZRXyrNnknEyipNJu-n-2zE0t41aH4uuPkEnBVzs0_Bvdh4YCm9hgF4fbV6FbkOQ-RjYt8DlHepIdQKQT_3kBLFMIeGGEaGM2Kpeq2FvuDMCrAl7rERjKqvNl0JJkVhtMe2IHHc2Dvikc-RfiTEA5/7Ss9D-zBqQakU4fgEGWTk0LxTm21zfgDv88iNYc7MO4),"€47,68",Transport,
